"distance"	"TGL48_0001_Ct_T_PE_312_WG"	"TGL48_0001_Ct_T_PE_321_WG"	"TGL48_0001_Ct_T_PE_324_WG"	"TGL48_0001_Ct_T_PE_326_WG"	"TGL48_0001_Ct_T_PE_327_WG"	"TGL48_0002_Ct_T_PE_316_WG"	"TGL48_0002_Ct_T_PE_317_WG"	"TGL48_0002_Ct_T_PE_321_WG"	"TGL48_0002_Ct_T_PE_322_WG"	"TGL48_0002_Ct_T_PE_333_WG"	"TGL48_0003_Ct_T_PE_309_WG"	"TGL48_0003_Ct_T_PE_314_WG"	"TGL48_0003_Ct_T_PE_326_WG"	"TGL48_0003_Ct_T_PE_328_WG"	"TGL48_0004_Ct_T_PE_317_WG"	"TGL48_0004_Ct_T_PE_324_WG"	"TGL48_0004_Ct_T_PE_327_WG"	"TGL48_0004_Ct_T_PE_334_WG"	"TGL48_0005_Ct_T_PE_322_WG"	"TGL48_0005_Ct_T_PE_323_WG"	"TGL48_0005_Ct_T_PE_327_WG"	"TGL48_0005_Ct_T_PE_330_WG"	"TGL48_0006_Ct_T_PE_317_WG"	"TGL48_0006_Ct_T_PE_327_WG"	"TGL48_0006_Ct_T_PE_331_WG"	"TGL48_0006_Ct_T_PE_332_WG"	"TGL48_0006_Ct_T_PE_333_WG"	"TGL48_0007_Ct_T_PE_320_WG"	"TGL48_0007_Ct_T_PE_321_WG"	"TGL48_0007_Ct_T_PE_324_WG"	"TGL48_0007_Ct_T_PE_328_WG"	"TGL48_0008_Ct_T_PE_321_WG"	"TGL48_0009_Ct_T_PE_320_WG"	"TGL48_0009_Ct_T_PE_327_WG"	"TGL48_0009_Ct_T_PE_328_WG"	"TGL48_0009_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_328_WG"	"TGL48_0010_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_330_WG"	"TGL48_0010_Ct_T_PE_333_WG"	"TGL48_0010_Ct_T_PE_335_WG"	"TGL48_0011_Ct_T_PE_315_WG"	"TGL48_0011_Ct_T_PE_319_WG"	"TGL48_0011_Ct_T_PE_322_WG"	"TGL48_0011_Ct_T_PE_324_WG"	"TGL48_0011_Ct_T_PE_325_WG"
-840	0.9986	0.98298	1.00207	1.0126	1.01806	0.99344	1.00693	0.99526	1.00265	1.00785	1.01257	1.01071	1.01063	1.00903	1.00016	1.00732	0.99222	1.01126	0.99933	0.98873	1.00634	0.98867	1.01133	1.00701	1.00788	1.01642	1.0009	1.0165	1.02062	1.00766	0.9937	1.01428	1.01644	0.99744	1.00172	1.00288	0.99952	1.00416	1.00764	1.00179	1.00895	1.00778	1.01065	1.0109	1.00353	0.98417
-825	0.99125	0.97045	0.99307	1.00903	1.00222	0.98756	0.99815	0.98854	0.99933	0.99469	0.99847	0.99706	0.99512	0.98772	0.984	0.99143	0.98269	0.99343	0.98752	0.98132	0.9913	0.97982	1.0018	0.99475	0.99439	1.00128	0.98834	1.00639	1.00474	0.99898	0.9907	1.0048	1.00318	0.98502	0.98857	0.98537	0.98653	0.99975	1.00012	0.98834	0.99807	0.99083	1.00292	0.99714	0.98847	0.96761
-810	0.97411	0.95815	0.98137	0.99397	0.98615	0.98059	0.985	0.97217	0.98695	0.97748	0.9797	0.98209	0.9759	0.965	0.96733	0.97067	0.97237	0.97968	0.96915	0.96571	0.9727	0.97142	0.9891	0.98355	0.98144	0.98396	0.97725	0.99045	0.98292	0.98711	0.98205	0.98527	0.99001	0.97753	0.96994	0.9701	0.97705	0.98721	0.98529	0.9757	0.97913	0.97036	0.99162	0.97388	0.97456	0.95229
-795	0.96097	0.95099	0.96484	0.97926	0.96795	0.96042	0.96897	0.96109	0.97108	0.96071	0.96818	0.96148	0.96436	0.95331	0.95596	0.95558	0.95536	0.95909	0.95427	0.95739	0.95301	0.96135	0.97387	0.97277	0.96745	0.96661	0.95941	0.97423	0.96784	0.96659	0.9677	0.96988	0.97436	0.96945	0.95883	0.96139	0.96335	0.97622	0.96778	0.9622	0.95857	0.94882	0.97127	0.95282	0.95832	0.94614
-780	0.95256	0.93993	0.95774	0.96378	0.95197	0.95286	0.95816	0.95807	0.96083	0.94471	0.95562	0.94584	0.95356	0.94566	0.94711	0.94717	0.94564	0.94457	0.94442	0.94966	0.94097	0.95607	0.96708	0.96543	0.95291	0.94927	0.9449	0.96573	0.95717	0.95237	0.95737	0.95392	0.96108	0.95673	0.95101	0.95347	0.95381	0.96578	0.95738	0.95207	0.94842	0.93008	0.9498	0.93923	0.94726	0.93649
-765	0.94725	0.93635	0.94864	0.95547	0.95404	0.94945	0.95275	0.94905	0.95364	0.94471	0.95105	0.9441	0.95549	0.94016	0.94836	0.94102	0.94241	0.93983	0.94023	0.94685	0.93648	0.95797	0.96186	0.95755	0.95125	0.94253	0.9427	0.9524	0.95614	0.94597	0.95141	0.94119	0.95791	0.94781	0.94986	0.94678	0.95493	0.94938	0.95225	0.95252	0.94904	0.93608	0.94011	0.93478	0.9467	0.95022
-750	0.95662	0.94238	0.94668	0.95687	0.96007	0.95731	0.95558	0.94853	0.95024	0.94877	0.95815	0.95192	0.95549	0.94627	0.9557	0.94271	0.94111	0.94411	0.94775	0.95713	0.94379	0.96185	0.9702	0.96587	0.95676	0.94408	0.94167	0.95447	0.95705	0.94534	0.9534	0.93896	0.96402	0.94959	0.95319	0.94542	0.9645	0.9502	0.95106	0.96268	0.95014	0.94479	0.95593	0.94343	0.95274	0.96087
-735	0.9674	0.9527	0.96048	0.96939	0.97607	0.96844	0.96277	0.95795	0.9569	0.9601	0.96927	0.97013	0.96149	0.96756	0.9712	0.96089	0.95749	0.95689	0.95884	0.96916	0.95532	0.97138	0.98119	0.97572	0.96164	0.95659	0.95837	0.95446	0.96786	0.95367	0.96515	0.94518	0.97288	0.95583	0.96784	0.95563	0.97852	0.95689	0.96238	0.97521	0.95453	0.96175	0.97123	0.96263	0.96665	0.98091
-720	0.98386	0.97255	0.96972	0.97915	0.99413	0.97953	0.97702	0.98048	0.9718	0.97591	0.98228	0.98695	0.97	0.98725	0.98649	0.97701	0.97299	0.97675	0.97754	0.98467	0.97272	0.98417	0.99946	0.98744	0.97763	0.96649	0.97749	0.97379	0.98063	0.97154	0.97811	0.96293	0.98174	0.96726	0.98591	0.97205	0.99724	0.97697	0.98127	0.99162	0.97093	0.97615	0.99171	0.98594	0.9847	0.99598
-705	0.99855	0.99027	0.9815	0.99314	1.0095	0.9969	0.99248	0.99648	0.98651	0.9946	0.99648	1.00421	0.98479	0.99975	0.99999	0.99445	0.98939	0.99105	0.99102	1.00169	0.98936	0.99461	1.00991	1.00031	0.98832	0.98512	1.00024	0.98589	1.00096	0.99127	0.98848	0.98016	1.00205	0.98568	1.00154	0.98977	1.00909	0.99787	0.99262	1.00382	0.98052	0.99746	1.00337	1.01338	0.99933	1.01029
-690	1.00841	1.00611	0.99613	1.00736	1.02035	1.00773	1.00893	1.00998	0.9995	1.00676	1.00935	1.01684	0.99492	1.01155	1.0082	1.00733	1.00607	1.00877	0.9993	1.00735	1.00243	0.99714	1.01626	1.01062	1.00378	0.99591	1.01858	1.00044	1.00968	1.01191	0.99624	0.9955	1.0154	0.99301	1.00864	1.00381	1.01581	1.01386	1.00864	1.00977	0.99151	1.00936	1.01554	1.03093	1.00489	1.01451
