"distance"	"TGL48_0001_Ct_T_PE_312_WG"	"TGL48_0001_Ct_T_PE_321_WG"	"TGL48_0001_Ct_T_PE_324_WG"	"TGL48_0001_Ct_T_PE_326_WG"	"TGL48_0001_Ct_T_PE_327_WG"	"TGL48_0002_Ct_T_PE_316_WG"	"TGL48_0002_Ct_T_PE_317_WG"	"TGL48_0002_Ct_T_PE_321_WG"	"TGL48_0002_Ct_T_PE_322_WG"	"TGL48_0002_Ct_T_PE_333_WG"	"TGL48_0003_Ct_T_PE_309_WG"	"TGL48_0003_Ct_T_PE_314_WG"	"TGL48_0003_Ct_T_PE_326_WG"	"TGL48_0003_Ct_T_PE_328_WG"	"TGL48_0004_Ct_T_PE_317_WG"	"TGL48_0004_Ct_T_PE_324_WG"	"TGL48_0004_Ct_T_PE_327_WG"	"TGL48_0004_Ct_T_PE_334_WG"	"TGL48_0005_Ct_T_PE_322_WG"	"TGL48_0005_Ct_T_PE_323_WG"	"TGL48_0005_Ct_T_PE_327_WG"	"TGL48_0005_Ct_T_PE_330_WG"	"TGL48_0006_Ct_T_PE_317_WG"	"TGL48_0006_Ct_T_PE_327_WG"	"TGL48_0006_Ct_T_PE_331_WG"	"TGL48_0006_Ct_T_PE_332_WG"	"TGL48_0006_Ct_T_PE_333_WG"	"TGL48_0007_Ct_T_PE_320_WG"	"TGL48_0007_Ct_T_PE_321_WG"	"TGL48_0007_Ct_T_PE_324_WG"	"TGL48_0007_Ct_T_PE_328_WG"	"TGL48_0008_Ct_T_PE_321_WG"	"TGL48_0009_Ct_T_PE_320_WG"	"TGL48_0009_Ct_T_PE_327_WG"	"TGL48_0009_Ct_T_PE_328_WG"	"TGL48_0009_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_328_WG"	"TGL48_0010_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_330_WG"	"TGL48_0010_Ct_T_PE_333_WG"	"TGL48_0010_Ct_T_PE_335_WG"	"TGL48_0011_Ct_T_PE_315_WG"	"TGL48_0011_Ct_T_PE_319_WG"	"TGL48_0011_Ct_T_PE_322_WG"	"TGL48_0011_Ct_T_PE_324_WG"	"TGL48_0011_Ct_T_PE_325_WG"
-405	0.83801	0.86339	0.84572	0.84539	0.86343	0.8482	0.83992	0.85473	0.85961	0.86189	0.8407	0.85579	0.82633	0.83299	0.84183	0.83341	0.83862	0.83397	0.82948	0.86067	0.84557	0.8472	0.85346	0.85953	0.8417	0.85014	0.86188	0.86535	0.86311	0.83106	0.8261	0.84748	0.85368	0.83668	0.83918	0.84923	0.83319	0.84589	0.86912	0.8358	0.8604	0.84518	0.86989	0.83342	0.84668	0.84495
-390	0.85324	0.87094	0.86565	0.86155	0.86023	0.87286	0.86321	0.86148	0.8677	0.87771	0.85514	0.87478	0.85359	0.85057	0.86091	0.84552	0.86254	0.84941	0.84919	0.86733	0.86286	0.87436	0.86518	0.87967	0.8749	0.87112	0.87223	0.88376	0.88565	0.85777	0.84725	0.86119	0.86479	0.85795	0.85861	0.8699	0.85192	0.85962	0.88344	0.8413	0.88526	0.84728	0.88396	0.8498	0.85798	0.86101
-375	0.87954	0.89679	0.91024	0.8867	0.87128	0.89006	0.89713	0.88832	0.87934	0.90823	0.88958	0.90294	0.88293	0.88701	0.88316	0.86927	0.89008	0.86349	0.87819	0.89462	0.88648	0.90468	0.8934	0.90558	0.9024	0.89925	0.90674	0.90112	0.91487	0.89057	0.88014	0.87594	0.89341	0.88169	0.88467	0.88985	0.88066	0.90284	0.9055	0.86981	0.89843	0.85728	0.91144	0.86426	0.88941	0.87718
-360	0.90939	0.9134	0.93668	0.91479	0.89765	0.91122	0.93364	0.91173	0.90473	0.93825	0.91876	0.93485	0.92617	0.91489	0.9088	0.89644	0.91814	0.88688	0.90025	0.92081	0.91563	0.93	0.91654	0.92985	0.92348	0.91926	0.93789	0.91886	0.9319	0.92115	0.9143	0.90542	0.91926	0.90798	0.92648	0.91565	0.90535	0.93789	0.93055	0.89915	0.92462	0.87057	0.93394	0.89274	0.91899	0.9073
-345	0.93931	0.93179	0.95842	0.93135	0.92183	0.93651	0.96347	0.92375	0.92581	0.96124	0.93473	0.95523	0.94965	0.93517	0.92826	0.91831	0.93768	0.91364	0.91586	0.94176	0.93518	0.94128	0.94036	0.94995	0.94724	0.92955	0.94324	0.94825	0.94404	0.93977	0.93817	0.93189	0.94309	0.93992	0.95153	0.94019	0.93088	0.95941	0.94903	0.93657	0.94623	0.8861	0.95232	0.9254	0.94118	0.9152
-330	0.95462	0.94576	0.97487	0.94358	0.93096	0.93371	0.97143	0.93018	0.93933	0.96263	0.93648	0.96009	0.96382	0.94203	0.93771	0.93709	0.94849	0.91461	0.91326	0.94958	0.94674	0.94236	0.9498	0.95733	0.95397	0.92577	0.94458	0.9466	0.94497	0.93841	0.9372	0.94144	0.94025	0.95334	0.96952	0.94559	0.93209	0.96442	0.95719	0.95142	0.93847	0.89838	0.96319	0.92124	0.95111	0.91167
-315	0.94639	0.94083	0.96307	0.94374	0.92916	0.91671	0.96502	0.9139	0.94613	0.95576	0.92734	0.95453	0.9544	0.94093	0.93408	0.92444	0.94594	0.91634	0.90414	0.94688	0.93735	0.93442	0.94019	0.95035	0.93377	0.92147	0.93337	0.92743	0.92806	0.93743	0.92426	0.94306	0.92285	0.94367	0.95194	0.93813	0.9291	0.94429	0.94623	0.95499	0.93907	0.90464	0.95749	0.90337	0.93535	0.90039
-300	0.93039	0.92358	0.93152	0.91078	0.89571	0.90017	0.94217	0.89842	0.93296	0.93343	0.90163	0.92998	0.92378	0.91763	0.91774	0.90372	0.92756	0.90289	0.88913	0.92097	0.9172	0.90528	0.92165	0.92241	0.9007	0.90382	0.91524	0.90347	0.89163	0.91335	0.90813	0.93457	0.89015	0.92267	0.92692	0.91617	0.90889	0.91271	0.92898	0.92654	0.91358	0.89522	0.95373	0.89756	0.90838	0.88661
-285	0.90327	0.89527	0.90112	0.8933	0.86136	0.88381	0.90708	0.88286	0.90652	0.91015	0.87841	0.89884	0.88694	0.87761	0.90303	0.87806	0.89912	0.88039	0.86971	0.88888	0.88691	0.87589	0.8987	0.89562	0.86453	0.86674	0.90601	0.86913	0.85443	0.89121	0.8756	0.90274	0.85574	0.90543	0.88727	0.88901	0.87812	0.88317	0.90356	0.90134	0.889	0.87371	0.92568	0.87234	0.88134	0.8699
-270	0.86788	0.87339	0.87132	0.86106	0.84427	0.86563	0.87444	0.86282	0.87248	0.87789	0.84933	0.8647	0.84675	0.84991	0.88174	0.85472	0.87141	0.86965	0.8485	0.85167	0.85768	0.85332	0.87092	0.86998	0.83479	0.84072	0.86367	0.84727	0.82757	0.85784	0.84897	0.87067	0.82363	0.8776	0.85549	0.85887	0.8489	0.8548	0.85887	0.87387	0.85915	0.85687	0.90687	0.85299	0.85026	0.84818
