"chr"	"start"	"end"	"TGL48_0001_Ct_T_PE_312_WG"	"TGL48_0001_Ct_T_PE_321_WG"	"TGL48_0001_Ct_T_PE_324_WG"	"TGL48_0001_Ct_T_PE_326_WG"	"TGL48_0001_Ct_T_PE_327_WG"	"TGL48_0001_Ly_R_PE_763_WG"	"TGL48_0002_Ct_T_PE_316_WG"	"TGL48_0002_Ct_T_PE_317_WG"	"TGL48_0002_Ct_T_PE_321_WG"	"TGL48_0002_Ct_T_PE_322_WG"	"TGL48_0002_Ct_T_PE_333_WG"	"TGL48_0002_Ly_R_PE_775_WG"	"TGL48_0003_Ct_T_PE_309_WG"	"TGL48_0003_Ct_T_PE_314_WG"	"TGL48_0003_Ct_T_PE_326_WG"	"TGL48_0003_Ct_T_PE_328_WG"	"TGL48_0003_Ly_R_PE_700_WG"	"TGL48_0004_Ct_T_PE_317_WG"	"TGL48_0004_Ct_T_PE_324_WG"	"TGL48_0004_Ct_T_PE_327_WG"	"TGL48_0004_Ct_T_PE_334_WG"	"TGL48_0004_Ly_R_PE_747_WG"	"TGL48_0005_Ct_T_PE_322_WG"	"TGL48_0005_Ct_T_PE_323_WG"	"TGL48_0005_Ct_T_PE_327_WG"	"TGL48_0005_Ct_T_PE_330_WG"	"TGL48_0005_Ly_R_PE_765_WG"	"TGL48_0006_Ct_T_PE_317_WG"	"TGL48_0006_Ct_T_PE_327_WG"	"TGL48_0006_Ct_T_PE_331_WG"	"TGL48_0006_Ct_T_PE_332_WG"	"TGL48_0006_Ct_T_PE_333_WG"	"TGL48_0006_Ly_R_PE_748_WG"	"TGL48_0007_Ct_T_PE_320_WG"	"TGL48_0007_Ct_T_PE_321_WG"	"TGL48_0007_Ct_T_PE_324_WG"	"TGL48_0007_Ct_T_PE_328_WG"	"TGL48_0007_Ly_R_PE_732_WG"	"TGL48_0008_Ct_T_PE_321_WG"	"TGL48_0008_Ly_R_PE_480_WG"	"TGL48_0009_Ct_T_PE_320_WG"	"TGL48_0009_Ct_T_PE_327_WG"	"TGL48_0009_Ct_T_PE_328_WG"	"TGL48_0009_Ct_T_PE_329_WG"	"TGL48_0009_Ly_R_PE_677_WG"	"TGL48_0010_Ct_T_PE_328_WG"	"TGL48_0010_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_330_WG"	"TGL48_0010_Ct_T_PE_333_WG"	"TGL48_0010_Ct_T_PE_335_WG"	"TGL48_0010_Ly_R_PE_703_WG"	"TGL48_0011_Ct_T_PE_315_WG"	"TGL48_0011_Ct_T_PE_319_WG"	"TGL48_0011_Ct_T_PE_322_WG"	"TGL48_0011_Ct_T_PE_324_WG"	"TGL48_0011_Ct_T_PE_325_WG"	"TGL48_0011_Ly_R_PE_735_WG"
"1"	3000001	4000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1"	4000001	5000000	0.0144198927530191	0.0374358820001381	0.0509312820222012	0.0338779215606214	0.0320493409269874	-0.0608270618925839	0.0357888159742718	0.0658189115319539	0.113009552812803	0.0973909641572181	0.0761394636572345	-0.0324060037138553	0.0114218932791047	-0.00415805826814653	0.0313486528567285	0.0184394374740511	-0.054855648265205	0.0467332013749631	0.0906714235931648	0.0906606572257157	0.0619441571754532	-0.0625729258448585	0.0602037494873202	0.0484712977676569	0.0438868603287634	0.0844691570625675	-0.0483280541784036	0.0328428712015304	0.0541127347399894	0.0834310545230829	0.0988483906552992	0.0781991717743331	-0.0228202156984571	0.0402018260197086	0.0279652930898045	0.0726009528623972	0.0559738269333193	-0.068063188206121	0.0875534000373958	-0.0554485372959166	0.0863340713642389	0.0304597787275223	0.065491850122502	0.0426516009555528	-0.0377747876259858	0.034805193180082	0.012203555901847	0.0351259091063909	0.0331847176814085	0.0693130483780987	-0.0279412732956175	0.0902079263242166	0.0369059492044659	0.0731725368393918	0.0783300384807004	0.0549215460605784	-0.0586427416401523
"1"	5000001	6000000	0.0380064947667209	0.0241404907059506	0.0211268480053008	0.0237175144431386	0.0305000757957792	-0.0443708968846435	0.070937893156853	0.0785165316358827	0.0463494929377194	0.106784420988585	0.0875576076737012	-0.0100325680108208	0.0270739394003368	0.0483811922556925	0.0525707933523078	0.0215022178266424	-0.0134536459241682	0.0719931231221979	0.0603080752134396	0.0760424000425368	0.0614971382401124	-0.0244335891336662	0.0673838477798646	0.0804492962301306	0.0601169674057053	0.0689969394056101	-0.0289326739683251	0.0326708013751344	0.0699595944949277	0.104183351876023	0.0502517726714964	0.0659172601891822	-0.00769281180785293	0.0896869192641557	0.0646633255631809	0.0504717176738116	0.0373047016747167	-0.0391961759750344	0.0806754024180482	-0.0240776283486149	0.0657844646597964	0.0574970692028071	0.0641397644743531	0.0262927362102383	-0.00504557442324848	0.022449052493165	0.0491929637332903	0.0491359603487708	0.0389238745863051	0.0207767572063297	-0.0037497604856714	0.095912271205507	0.0460573393587851	0.094128466957399	0.0852145879169654	0.0787949012224696	-0.0397127449490666
"1"	7000001	8000000	0.0560866407747624	0.077060933718262	0.0938982273302941	0.0466463123702402	0.0469615151979384	-0.000237251936170165	0.0819768041586686	0.0892497859144476	0.0996941083121905	0.10295775113882	0.0924148037827064	0.0249554818052477	0.0530949889348699	0.065952920401073	0.0974269821576256	0.102792488585376	0.0254321550817733	0.0719801689716972	0.105562212650939	0.0712671967470929	0.0714160160338192	0.0166884455491394	0.0956555499295892	0.0591477103602664	0.0708938063550192	0.114430682361048	0.0216162081449573	0.084196399262393	0.0599253560002318	0.0809080626698746	0.0855949714967338	0.0363447044487178	0.0118051800942871	0.0477408103212261	0.0495745747559254	0.0777233490405129	0.0698168622175949	-0.00235686071144265	0.0496813741669763	-0.00229330447603697	0.0459251688443185	0.0648584647998695	0.063994304547188	0.060765659080608	0.0134394264192747	0.0495840511407425	0.0367305879174784	0.0250633644683301	0.0267045454341013	0.0618494616794002	-0.0173671126874154	0.0779006467514915	0.0537053221632704	0.118826659516813	0.078981054184465	0.0606717055210363	0.0388883139389793
"1"	14000001	15000000	0.01275048405205	0.052896017220333	0.0177160203544291	0.000912809594531092	0.0192819357322241	-0.0595942020190533	0.0685066684299089	0.0490442298242845	0.0860339083750092	0.0686534579270569	0.045539425371335	-0.0619221399733472	0.0295123585293438	0.0512617272761969	0.056958075558273	0.0857194698205614	-0.0802079652067214	0.0624631570093145	0.0549367974823838	0.0462826979000929	0.0924625913227251	-0.0726836267348669	0.0807096601361541	0.0716233292042295	0.0565482595167307	0.0693260517251792	-0.0333230454022938	0.0355864595671071	0.017183172529253	0.0605733952953287	0.0771145877977411	0.100548814854027	-0.0308290833936087	0.0512573722176479	0.0654111950421389	0.0423358263236911	0.0571890518148146	-0.0509155993337116	0.0107847006106042	-0.0311550467426956	0.050354412748026	0.0475142586580763	0.0515006167246397	0.0742709143797017	-0.0441860118179533	0.0282530948201313	0.0229198549154737	0.03248463048955	0.0247861206538347	0.029021259759112	-0.0812190071926043	0.0792259732541624	0.0256025110038221	0.066612059856146	0.110651725017934	0.112025004769851	-0.0584906488959648
"1"	17000001	18000000	-0.454586224967759	-0.455265922402315	-0.505418444303325	-0.501272498520843	-0.498842763095578	-0.550427768626326	-0.405329754185999	-0.415990755037509	-0.47942366794111	-0.452231287332574	-0.394003289068807	-0.536581134259841	-0.470437690090617	-0.421665590516131	-0.467267209929031	-0.505695961752454	-0.565403561412852	-0.452484887694166	-0.434018383056828	-0.479583641281669	-0.417958135007794	-0.533290941115183	-0.472840995206374	-0.460201965787937	-0.47526840185715	-0.480817532947478	-0.526645820385267	-0.479471358402476	-0.473833190315022	-0.431614784622794	-0.448330023055325	-0.44955543392134	-0.516117464234649	-0.446918482937701	-0.479930406164041	-0.476044032165695	-0.445396877874279	-0.546545234944546	-0.466706712729386	-0.531240938807423	-0.461107494392111	-0.454204992578271	-0.462243931718665	-0.457788027311533	-0.563331512530952	-0.504116588843475	-0.494152707468554	-0.452906633479032	-0.496586409253133	-0.522875435380997	-0.523405358475513	-0.429892201147943	-0.430205878340996	-0.45045776103526	-0.418894651904357	-0.41780261046999	-0.532034385605797
"1"	18000001	19000000	0.0434710522720645	0.124728833348136	0.0272588220933855	0.0612831769502878	0.0363757583809743	-0.0347784808835429	0.109376738691882	0.101952047604134	0.0897181569144389	0.0903499068615663	0.124219581219516	-0.0279195314547998	0.0728240424888034	0.0883365995621988	0.0396145967977218	0.065596457496549	-0.058637280840009	0.0735302801346005	0.0645645259311594	0.0811210081696188	0.0658357296577703	-0.0462811922408517	0.0547774088288389	0.0723291861269033	0.0473929971875057	0.102496872279337	-0.0262465427859504	0.0525179218218506	0.0690775367683801	0.0582054130245892	0.12144909487469	0.0711545374431271	-0.0286547126527119	0.0811043393161674	0.0733506296983591	0.0703999179291347	0.0195513422477358	-0.0544396866459777	0.0840706332416449	-0.0595233495957796	0.060151253792545	0.0538741394942004	0.0786145913354126	0.0726025895803496	-0.0517492015213008	0.0240016262101743	0.0161311538035917	0.0583883288217763	0.0554119796966929	0.0464937786910277	-0.0372233806196424	0.10756969171925	0.0793774020811308	0.0888619102184023	0.134278627367975	0.0672979595591487	-0.0251148074279554
"1"	22000001	23000000	0.049765724854103	0.103397268038374	0.0964477238956404	0.0520822998845859	0.106014734228493	-0.00842434412016149	0.115605838270112	0.0948348856456223	0.130388826330259	0.108402046416192	0.126971496651865	-0.0201996610683315	0.0804160540315515	0.0936481043154886	0.0695318659921449	0.0589422027567256	-0.0111485324240679	0.0605844776080017	0.04267477503726	0.0771069296718561	0.0913077088074936	-0.0187653663064445	0.0797155678114515	0.0628322494414129	0.0334194116934286	0.062873155447264	-0.00970590153100448	0.0542857311542716	0.0674927072661575	0.048040784602739	0.0833311700064905	0.0658666053675245	0.00167412189816692	0.0948512424605238	0.0437150056285957	0.0508676943922654	0.105437746731623	-0.0234726336695334	0.0794495172797463	-0.0128218769037647	0.039477787272445	0.0637992253215597	0.0464326781705782	0.0366394087772576	-0.0367572120701935	0.0368812259450927	0.0364169663484908	0.0524967242767528	0.0217676069191441	0.0369004906143393	-0.0241823691337775	0.0983056707570867	0.0659032205778335	0.0760342473264299	0.0830668673974117	0.0974158776645089	-0.0440377935450909
"1"	29000001	30000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1"	33000001	34000000	0.0298015191244512	0.0820982611261738	0.0759744024932224	0.0901185423236624	0.0839753767414461	0.030267142799771	0.0336923861147645	0.0620495259230445	0.0653256354025856	0.0741818607759297	0.0748442099433607	0.024538539799945	0.0530551629129222	0.0604240605671109	0.0521615863018813	0.056579423284503	0.0236325046080415	0.0724805719634235	0.0403641404002351	0.0684153451233626	0.0778610741180499	0.0587106339081882	0.0736844738593592	0.0679403244716431	0.0688972762322766	0.0934994636311069	0.0448733742479296	0.0440795355896778	0.0332405008205424	0.0628272354379717	0.0910922616700318	0.0746422041799613	0.0127529159735044	0.0788588888967777	0.0893397485450624	0.0660602803759121	0.0730676386853484	0.0184558845530097	0.0933904037438038	0.032277340131639	0.0878348984097876	0.0797893394224851	0.0655006542722503	0.0792459986660479	0.0402740178828374	0.0523683997270583	0.0730418223940286	0.0712939184160965	0.057255178164138	0.0592586192842641	0.0154702260159624	0.0801043536147249	0.0531776955917086	0.074548340793181	0.0883583915058688	0.0649491092257251	0.0191330987465871
