"chr"	"start"	"end"	"TGL48_0001_Ct_T_PE_312_WG"	"TGL48_0001_Ct_T_PE_321_WG"	"TGL48_0001_Ct_T_PE_324_WG"	"TGL48_0001_Ct_T_PE_326_WG"	"TGL48_0001_Ct_T_PE_327_WG"	"TGL48_0001_Ly_R_PE_763_WG"	"TGL48_0002_Ct_T_PE_316_WG"	"TGL48_0002_Ct_T_PE_317_WG"	"TGL48_0002_Ct_T_PE_321_WG"	"TGL48_0002_Ct_T_PE_322_WG"	"TGL48_0002_Ct_T_PE_333_WG"	"TGL48_0002_Ly_R_PE_775_WG"	"TGL48_0002_nn_P_PE_322_WG"	"TGL48_0003_Ct_T_PE_309_WG"	"TGL48_0003_Ct_T_PE_314_WG"	"TGL48_0003_Ct_T_PE_326_WG"	"TGL48_0003_Ct_T_PE_328_WG"	"TGL48_0003_Ly_R_PE_700_WG"	"TGL48_0003_nn_P_PE_322_WG"	"TGL48_0004_Ct_T_PE_317_WG"	"TGL48_0004_Ct_T_PE_324_WG"	"TGL48_0004_Ct_T_PE_327_WG"	"TGL48_0004_Ct_T_PE_334_WG"	"TGL48_0004_Ly_R_PE_747_WG"	"TGL48_0005_Ct_T_PE_322_WG"	"TGL48_0005_Ct_T_PE_323_WG"	"TGL48_0005_Ct_T_PE_327_WG"	"TGL48_0005_Ct_T_PE_330_WG"	"TGL48_0005_Ly_R_PE_765_WG"	"TGL48_0005_nn_P_PE_323_WG"	"TGL48_0006_Ct_T_PE_317_WG"	"TGL48_0006_Ct_T_PE_327_WG"	"TGL48_0006_Ct_T_PE_331_WG"	"TGL48_0006_Ct_T_PE_332_WG"	"TGL48_0006_Ct_T_PE_333_WG"	"TGL48_0006_Ly_R_PE_748_WG"	"TGL48_0007_Ct_T_PE_320_WG"	"TGL48_0007_Ct_T_PE_321_WG"	"TGL48_0007_Ct_T_PE_324_WG"	"TGL48_0007_Ct_T_PE_328_WG"	"TGL48_0007_Ly_R_PE_732_WG"	"TGL48_0007_nn_P_PE_313_WG"	"TGL48_0008_Ct_T_PE_321_WG"	"TGL48_0008_Ly_R_PE_480_WG"	"TGL48_0008_nn_P_PE_321_WG"	"TGL48_0009_Ct_T_PE_320_WG"	"TGL48_0009_Ct_T_PE_327_WG"	"TGL48_0009_Ct_T_PE_328_WG"	"TGL48_0009_Ct_T_PE_329_WG"	"TGL48_0009_Ly_R_PE_677_WG"	"TGL48_0009_nn_P_PE_321_WG"	"TGL48_0010_Ct_T_PE_328_WG"	"TGL48_0010_Ct_T_PE_329_WG"	"TGL48_0010_Ct_T_PE_330_WG"	"TGL48_0010_Ct_T_PE_333_WG"	"TGL48_0010_Ct_T_PE_335_WG"	"TGL48_0010_Ly_R_PE_703_WG"	"TGL48_0010_nn_P_PE_322_WG"	"TGL48_0011_Ct_T_PE_315_WG"	"TGL48_0011_Ct_T_PE_319_WG"	"TGL48_0011_Ct_T_PE_322_WG"	"TGL48_0011_Ct_T_PE_324_WG"	"TGL48_0011_Ct_T_PE_325_WG"	"TGL48_0011_Ly_R_PE_735_WG"
"1"	3000001	4000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	4000001	5000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	5000001	6000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	7000001	8000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	14000001	15000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	17000001	18000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	18000001	19000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	22000001	23000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	29000001	30000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
"1"	33000001	34000000	-0.0060838449874287	-0.00359663873693616	-0.0180308026210302	0.0017831710705387	0.00566546342557108	-0.0109745811760424	-0.0177162951021165	-0.010005090108565	-0.00429057505160385	-0.0204227909988241	-0.0102835302514565	-0.00994593961188858	-0.0162216630397555	-0.00805600910832394	-0.0141961192023474	-0.00158552184993696	-0.00464114994653979	-0.0104047166348912	-0.00986226329951698	-0.00879899705438173	-0.00755827931921728	0.00166775546726752	-0.0100902091159774	-0.0147630983534168	-0.00575491051810603	-0.00438290753422068	-0.01394076218011	-0.0108259835868307	-0.00190147206389171	-0.0251101071866724	-0.0115271333767028	-0.00134747716819023	-0.0147053905517812	-0.00124504582028715	-0.00961844783760667	-0.00795934854058434	-0.00761742981589378	-0.00793626541993023	-0.00951168840458099	-0.00126812894094145	-0.0130636035952495	-0.0263190856309374	-0.00236457717201708	-0.0157369175060168	-0.652253969546227	-0.00868935223127418	0.00644596144269204	-0.015941780201823	-0.00547069959505088	-0.0097482903912868	-0.0258516524376893	-0.0114925086957215	-0.00747748839692753	-0.0199495870254126	-0.000419824256898734	-0.0237424322879096	-0.00848448953546796	-0.00914957194931785	-0.00100700113854051	-0.010225822449821	0.00282768228014234	0.00626273917249884	0.000643441988236467	-0.0127563095515401
