TGL48_0003_Ct_T_PE_314_CM_UMB-003-BL	TGL48_0003_Ct_T_PE_313_CM_UMB-003-2W-P	TGL48_0003_Ct_T_PE_323_CM_UMB-003-3M-P	TGL48_0003_Ct_T_PE_326_CM_UMB-003-6M-P	TGL48_0004_Ct_T_PE_329_CM_UMB-004-2W-P	TGL48_0004_Ct_T_PE_328_CM_UMB-004_3_Mth_FU	TGL48_0004_Ct_T_PE_326_CM_UMB-004_6_Mths_Post	TGL48_0004_Ct_T_PE_318_CM	TGL48_0005_Ct_T_PE_328_CM_UMB-005_Baseline	TGL48_0005_Ct_T_PE_324_CM_UMB-005_2_Wk_Post	TGL48_0005_Ct_T_PE_331_CM_UMB-005_3_Mth_F_U	TGL48_0005_Ct_T_PE_320_CM_UMB-005_6_Mth_FU	TGL48_0006_Ct_T_PE_322_CM_UMB-006_Baseline	TGL48_0006_Ct_T_PE_327_CM_UMB-006_2_Wk_Post	TGL48_0006_Ct_T_PE_337_CM_UMB-006_3_Mth_FU	TGL48_0006_Ct_T_PE_336_CM_UMB-006_6_Mth_FU	TGL48_0006_Ct_T_PE_312_CM_UMB-006-12M-P	TGL48_0009_Ct_T_PE_338_CM_UMB-009_Baseline	TGL48_0009_Ct_T_PE_334_CM_UMB-009_2_Wk_Post	TGL48_0009_Ct_T_PE_329_CM_UMB-009_3_Mth_FU	TGL48_0009_Ct_T_PE_322_CM_UMB-009-6M-P	TGL48_0001_Ct_T_PE_313_CM_UMB-001-BL	TGL48_0001_Ct_T_PE_317_CM_UMB-001-2W-P	TGL48_0001_Ct_T_PE_316_CM_UMB-001-3M-P	TGL48_0001_Ct_T_PE_311_CM_UMB-001-6M-P	TGL48_0001_Ct_T_PE_318_CM_UMB-001-12M-P	TGL48_0002_Ct_T_PE_306_CM_UMB-002-BL	TGL48_0002_Ct_T_PE_307_CM_UMB-002-2W-P	TGL48_0002_Ct_T_PE_314_CM_UMB-002-3M-P	TGL48_0002_Ct_T_PE_320_CM_UMB-002_6_Mth_F_U	TGL48_0002_Ct_T_PE_309_CM	TGL48_0011_Ct_T_PE_325_CM_UMB-011_Baseline	TGL48_0011_Ct_T_PE_319_CM_UMB-011-2W-P	TGL48_0011_Ct_T_PE_322_CM_UMB-011_3_Mth_FU	TGL48_0011_Ct_T_PE_333_CM_UMB-011_6_Mth_FU	TGL48_0011_Ct_T_PE_324_CM_UMB-011_12_Mth_FU	TGL48_0007_Ct_T_PE_326_CM_UMB-007-BL	TGL48_0007_Ct_T_PE_325_CM_UMB-007-2W-P	TGL48_0007_Ct_T_PE_327_CM_UMB-007-3M-P	TGL48_0007_Ct_T_PE_336_CM_UMB-007_6_Mth_FU	TGL48_0008_Ct_T_PE_326_CM_UMB-008-BL	TGL48_0010_Ct_T_PE_326_CM_UMB-010-BL	TGL48_0010_Ct_T_PE_328_CM_UMB-010-2W-P	TGL48_0010_Ct_T_PE_330_CM_UMB-010-3M-P	TGL48_0010_Ct_T_PE_334_CM_UMB-010-6M-P	TGL48_0010_Ct_T_PE_332_CM_UMB-010-12M-P
0.764978610295752	0.654501159599555	0.996855156058138	0.902989624412705	0.142758840167743	0.0105341186270559	0.612797735121715	0.984320444453838	0.229907653447745	0.791785998158704	0.0026320843189722	0.992955358167487	0.0148047177666944	0.0449457482878826	0.273611659917933	0.127560985541011	0.579484812087928	0.802865807372389	0.0541019224193945	0.907792769966609	0.999275997279698	0.780306365363131	0.791298047674998	0.981541663702112	0.237500534246078	0.859949163883689	0.995364424334689	0.997097309448006	0.999274467046372	0.999945182063289	0.993669209886257	0.856046478272729	0.567259037794478	0.517456024189597	0.0155273613568225	0.0444892907244299	0.982362458600664	0.0035325600861297	0.0047270215204604	0.0185451780762508	0.0050514585566002	0.0022668595298032	0.0203136179987082	0.0586704554189207	0.0547807261601362	0.066043058322418
0.991488381209594	0.983542928766767	0.994475605779254	0.996907333431607	0.530750083440222	0.999998392423725	0.999914749701177	0.999985582145348	0.999953114343106	0.999235726932478	0.932196994979733	0.99835450919455	0.998615196466304	0.86794804200986	0.995214074615613	0.981507976839928	0.999933096916974	0.995337046575346	0.901325773835419	0.978312121929563	0.999992601595631	0.99442486328528	0.999960175290356	0.999901545449316	0.999545387607615	0.999808633406555	0.999764699643628	0.999920469728557	0.998049088597671	0.99999693400721	0.999996742335962	0.999337269544282	0.997129674685962	0.994677065655846	0.999738783824617	0.998539563412421	0.933094486957597	0.999994649784805	0.996729178784815	0.999963977614767	0.990887589622407	0.995218484749818	0.999974749662598	0.998569009640399	0.999992644796082	0.996196751241978
0.449299152943343	0.0314902133007354	0.398440523302802	0.0035969324983713	0.26079783162898	0.905969875608949	0.0299004549675651	0.463086641075718	0.0036172804359281	0.0050027683010831	0.0538697361764632	0.820099851435341	0.106867958074158	0.684660383887529	0.661317616795153	0.319130942119106	0.030981013788097	0.213278463344242	0.0186594203202214	0.639885270152481	0.434748444963723	0.139645381544415	0.231706583246981	0.0598417744052208	0.267617700922559	0.0636737548089981	0.0127224613275262	0.275145182535754	0.114462442399004	0.0141701905165177	0.110380458375607	0.428702156797388	0.0412564618752215	0.010176884889873	0.137771950457367	0.85489959565966	0.767397588403556	0.0844611583738045	0.0028706500685457	0.106367537989712	0.0452131304904522	0.0255498186307371	0.198814831636737	0.0044470359134705	0.804459934018627	0.0217575811088967
0.0038834935963322	0.0447329714127887	0.868259342575288	0.0271865832393013	0.318573157886411	0.858581702664857	0.0156515455410889	0.0285943971272243	0.0162930796886724	0.0211874279897719	0.0205570103329395	0.36784421805524	0.0083908795042036	0.222867623939876	0.707070570490715	0.0098656220155088	0.0489149064142239	0.0402637001059831	0.0529302915094416	0.0301952429624932	0.854933405472735	0.0065333600243667	0.346433243951343	0.354735289941838	0.400859978679148	0.0576062022713821	0.0049582837804642	0.0028614562916447	0.0044957643984934	0.0097734186717351	0.0243468111581824	0.398473273549369	0.298101934144759	0.028851194634697	0.0295898652944059	0.0521140606248924	0.0288482715140704	0.0149357042759583	0.220372848103753	0.361601357104688	0.0276025819076387	0.163714723925141	0.018975517938061	0.0210552525272266	0.213106429970612	0.0177216362183817
0.0009255299032047	0.0048840502597812	0.003079630800481	4.19870174021703e-05	6.90039915433726e-05	0.285907448448673	0.0166294624885614	0.000531488809184	0.389083817097254	0.000151029741811	0.0080723472010325	0.0005359918488731	0.35675946453107	0.987427070299841	0.0352668345751308	0.0005773324053303	0.0033127146797943	0.0004727073342077	0.0010956796741638	0.001897285845228	0.0001100400627234	0.0109197055626659	0.0048810812949377	0.0008953292394212	0.0038315774744998	0.0017369300362972	0.557644048324065	0.00197674476025	0.0177175148112472	0.0074108478684129	0.0382314405173126	0.0104157646036412	0.0036827468479076	0.0009650631334801	0.144291706059373	0.0024511373629954	0.0003560632286309	3.93160736473146e-05	0.0992962908373793	0.0004875559323409	5.66410985567666e-05	0.0007419057882077	0.0016918825467403	0.0001448265606855	0.0001240903421946	0.0005636586562002
0.218519170324796	0.0935053546336232	0.090488602627893	0.0263397542837067	0.189156323908436	0.999929928576998	0.281912233223128	0.429386237297316	0.6015459534743	0.0537462857372052	0.181621566272918	0.103472263835277	0.641281656348837	0.254035196138398	0.972122155868844	0.126717244533944	0.453811640058902	0.204175141095839	0.0210662314455517	0.0141031550780836	0.989304133973086	0.84309808039962	0.814153780505766	0.62015748187556	0.0718695259751808	0.824647734696125	0.0979459969640345	0.0788399751903642	0.137162080428089	0.952658825024241	0.10192160522436	0.399672058025795	0.148072385453419	0.846159432813267	0.357251520202229	0.0213372145469546	0.932105433506738	0.399303753560751	0.996205324921203	0.875697552417074	0.0349543097991947	0.0241160186653837	0.0427827558966393	0.895952476519228	0.0330718622247459	0.020152883441203
6.64849785690858e-05	0.000626460358064	1.66659110343612e-05	1.26678437743325e-05	0.0003137074062425	7.10661297179645e-05	0.0004026332517172	0.109858584923912	0.0027592095350322	6.02560168468784e-05	0.0034249405741562	0.0002472621383509	0.0014023358887557	0.0068386382023221	0.0001833887448487	0.0002601533922177	0.0003177965394368	0.0001853867292017	0.0004696773577591	0.0011367285854124	3.88885551345701e-05	0.0003355919746059	0.0002148263332537	0.0002894999819716	0.0067166127730435	4.37808183138893e-05	0.00041272455534	5.5610965510573e-05	4.9587159755196e-05	0.0300826419699056	0.0184390747422217	0.000312794189507	0.0001845865673628	0.0004923813014549	0.0003940828802211	0.0014886360862351	0.0008558947610014	1.38880907799085e-05	0.0002170060995205	0.0002083973059726	1.87101543892305e-05	3.39499172708077e-05	7.32868418751098e-05	5.29008500868445e-05	4.59990009164426e-05	0.001008813108067
0.0197813873442152	0.109712538162408	0.0018990475013747	0.482722534865072	0.0389861054873323	0.918802274225132	0.557564350566475	0.420655161602873	0.815339459947143	0.0014701155137615	0.19036069282875	0.0980859389162542	0.545764071277179	0.999458045130765	0.0708122290740618	0.165948681076553	0.591708647925466	0.0072635105062048	0.0244994826882162	0.344160671558455	0.0146034428192636	0.0012097847523652	0.000467053619338	0.0223860890506586	0.0054016339857502	0.0007901135182166	0.040395901322359	0.0053695667942056	0.0529679072220565	0.299260046615842	0.627966358644646	0.137396166381157	0.0218678781161645	0.646347431965772	0.312013573249855	0.0690499457331989	0.533294152960078	0.971390093532523	0.732522049695124	0.971324968304516	0.0005567699379455	0.0526466596294787	0.0056380398783754	0.0047112537532791	5.51269079565066e-05	0.0078328725585839
0.031733535826131	0.0291714131019917	5.96049539825058e-05	1.25116567444167e-05	1.38037450876445e-05	0.0003311206878989	5.08304082378018e-05	0.0003534445516062	0.0202229824944247	0.0003394279975054	3.88656488184495e-05	0.0004332184352279	0.0136071387008135	0.0384895017533808	0.0006905774492101	0.0102818457744364	0.058842430093569	0.0001700070043876	0.0004402131294438	0.000903489397574	0.0010081066572746	0.0036172115094012	0.0315504311012151	0.0482767308745262	0.0043410872963453	0.115301207543102	0.0453938614801085	0.037201279860227	0.0146991520989902	0.0003812784567602	0.0035523706877167	0.0004031873740768	0.0001117283551357	0.0005847142270131	0.0003261670356848	0.0004875521405087	0.0001840206098918	2.62597889977918e-05	2.91300183911329e-05	0.0005397540373992	8.00345893937705e-05	0.0028803072078936	0.0001526694353141	9.90438654403442e-05	0.0005699414574877	8.59520803015058e-05
0.152069162607089	0.264519539309049	0.124278603219899	0.0423412458239209	0.0011059941777461	0.21654846648142	0.0092547872592735	0.965824942093185	0.0119903307821705	0.0018665135123424	0.018190727881267	0.188725368155371	0.0633039110359873	0.0530525512210265	0.0466486308474832	0.0030515960835785	0.0216464148651065	0.0053918511579701	0.197016993115039	0.0078084533696263	0.188101029666122	0.0113793767603696	0.15596681691784	0.000817468627582	0.0015418973049337	0.0657919554918639	0.0098493265475463	0.0692483948861803	0.0014480258259721	0.0199630593204567	0.0030965998462794	0.0047717368987476	0.0009616597968244	0.0056384045006417	0.0581104656902242	0.469824284724315	0.280190890182047	0.0005662404990203	0.0940650731150815	0.0516332807130459	0.0010806501582302	0.0013595641998805	0.0169541493501077	0.0146502321150828	0.0118920924442418	0.0071010440143704
