TGL48_0003_Ct_T_PE_314_CM_UMB-003-BL	TGL48_0003_Ct_T_PE_313_CM_UMB-003-2W-P	TGL48_0003_Ct_T_PE_323_CM_UMB-003-3M-P	TGL48_0003_Ct_T_PE_326_CM_UMB-003-6M-P	TGL48_0004_Ct_T_PE_329_CM_UMB-004-2W-P	TGL48_0004_Ct_T_PE_328_CM_UMB-004_3_Mth_FU	TGL48_0004_Ct_T_PE_326_CM_UMB-004_6_Mths_Post	TGL48_0004_Ct_T_PE_318_CM	TGL48_0005_Ct_T_PE_328_CM_UMB-005_Baseline	TGL48_0005_Ct_T_PE_324_CM_UMB-005_2_Wk_Post	TGL48_0005_Ct_T_PE_331_CM_UMB-005_3_Mth_F_U	TGL48_0005_Ct_T_PE_320_CM_UMB-005_6_Mth_FU	TGL48_0006_Ct_T_PE_322_CM_UMB-006_Baseline	TGL48_0006_Ct_T_PE_327_CM_UMB-006_2_Wk_Post	TGL48_0006_Ct_T_PE_337_CM_UMB-006_3_Mth_FU	TGL48_0006_Ct_T_PE_336_CM_UMB-006_6_Mth_FU	TGL48_0006_Ct_T_PE_312_CM_UMB-006-12M-P	TGL48_0009_Ct_T_PE_338_CM_UMB-009_Baseline	TGL48_0009_Ct_T_PE_334_CM_UMB-009_2_Wk_Post	TGL48_0009_Ct_T_PE_329_CM_UMB-009_3_Mth_FU	TGL48_0009_Ct_T_PE_322_CM_UMB-009-6M-P	TGL48_0001_Ct_T_PE_313_CM_UMB-001-BL	TGL48_0001_Ct_T_PE_317_CM_UMB-001-2W-P	TGL48_0001_Ct_T_PE_316_CM_UMB-001-3M-P	TGL48_0001_Ct_T_PE_311_CM_UMB-001-6M-P	TGL48_0001_Ct_T_PE_318_CM_UMB-001-12M-P	TGL48_0002_Ct_T_PE_306_CM_UMB-002-BL	TGL48_0002_Ct_T_PE_307_CM_UMB-002-2W-P	TGL48_0002_Ct_T_PE_314_CM_UMB-002-3M-P	TGL48_0002_Ct_T_PE_320_CM_UMB-002_6_Mth_F_U	TGL48_0002_Ct_T_PE_309_CM	TGL48_0011_Ct_T_PE_325_CM_UMB-011_Baseline	TGL48_0011_Ct_T_PE_319_CM_UMB-011-2W-P	TGL48_0011_Ct_T_PE_322_CM_UMB-011_3_Mth_FU	TGL48_0011_Ct_T_PE_333_CM_UMB-011_6_Mth_FU	TGL48_0011_Ct_T_PE_324_CM_UMB-011_12_Mth_FU	TGL48_0007_Ct_T_PE_326_CM_UMB-007-BL	TGL48_0007_Ct_T_PE_325_CM_UMB-007-2W-P	TGL48_0007_Ct_T_PE_327_CM_UMB-007-3M-P	TGL48_0007_Ct_T_PE_336_CM_UMB-007_6_Mth_FU	TGL48_0008_Ct_T_PE_326_CM_UMB-008-BL	TGL48_0010_Ct_T_PE_326_CM_UMB-010-BL	TGL48_0010_Ct_T_PE_328_CM_UMB-010-2W-P	TGL48_0010_Ct_T_PE_330_CM_UMB-010-3M-P	TGL48_0010_Ct_T_PE_334_CM_UMB-010-6M-P	TGL48_0010_Ct_T_PE_332_CM_UMB-010-12M-P
0.34834071529736	0.0464441892478053	0.134752269188845	0.194486127320658	0.619798358130447	0.0261585715073289	0.0178363229080231	0.0339913500323215	0.166722198751279	0.815532220609272	0.210117126531305	0.322025156580625	0.115812068845623	0.510041806187882	0.300490051751604	0.814735361254475	0.170306542435075	0.510028742957366	0.0631982340726468	0.940258816273916	0.784534927291549	0.113284094981329	0.289993426867586	0.305979017482944	0.0881932066706833	0.0627312230946217	0.0882482308413511	0.0547158799906602	0.101763128434447	0.292030911258923	0.900395036632089	0.36310829185255	0.211037075129985	0.385548954799409	0.840261270102841	0.919879925489295	0.553091918863256	0.114355933738501	0.156814102772185	0.707273680163567	0.0273865361159171	0.138363674350991	0.0241812034822872	0.197620606809784	0.527805164139556	0.122122053726179
0.707512851818738	0.972394792322717	0.697923195176325	0.841202569833241	0.834287089978487	0.736374798088867	0.592616429145141	0.654964086325929	0.0973172848559633	0.958489858332149	0.666915518744124	0.222565808138797	0.473186559921119	0.393518390599343	0.185872010298374	0.250795142735539	0.519388936314523	0.819122336035824	0.0350077704695447	0.765587921213273	0.997376613070637	0.340324733220145	0.49276493400408	0.162005876552011	0.539683914838414	0.0241904520131452	0.0379715279589771	0.14890004884814	0.894721882741362	0.179831225065428	0.0138883443705362	0.84286938395641	0.49034005176497	0.925107103596797	0.0183499072941564	0.98560473831455	0.466554822862517	0.560171433995258	0.638059399097398	0.0143613918271836	0.478908006916818	0.884967516863516	0.731060904950155	0.113097937794228	0.0097779818743588	0.0086996900546835
0.942474356400166	0.897857637671665	0.173007106667763	0.714582155443319	0.294152850166763	0.618218427139331	0.477927839101278	0.386953698578137	0.0156841160734834	0.255745167145329	0.216292973593192	0.706708984346119	0.911527775700678	0.528389068881828	0.020840737519998	0.983117947416791	0.467356651379699	0.527670577337889	0.0520824400856428	0.992096463477973	0.839699197727915	0.119500074094488	0.0570849586163202	0.057798304748959	0.374163865809793	0.900895300056051	0.806104561803087	0.29912468781618	0.949911118837881	0.345120884269727	0.37194865723998	0.744046460402563	0.701037405714764	0.975048309475164	0.939092108644802	0.0508541321956934	0.026361808252503	0.474575257460628	0.809472696536927	0.0233968620981732	0.672203697789279	0.151423044051326	0.205588250053637	0.215974381078996	0.596050383865453	0.138572865142952
0.0094455239352719	0.0037395391906149	4.09945726710804e-06	0.0001070626354567	3.00191055951511e-05	0.0005273024146228	0.0135255056056089	6.26352414132859e-05	0.0018393902080276	9.98546096762625e-05	0.0004658324366255	0.0063974531539899	0.0051278474244491	0.0004184534184674	0.0011293925736785	0.0178033449004344	0.0021951278852286	0.006742005036907	0.0031419218487863	0.0219664931240692	9.84842466844431e-05	0.0006176937997045	0.0844191620726547	0.0328011342679409	0.0039714206741997	0.0165110728017087	0.0009847032361261	0.132114440316848	0.0961876018219942	4.2946742128314e-05	0.0761260773588992	0.0075869282025434	1.77491433000216e-05	0.0138283944129858	0.0001093037840941	0.000341424068583	5.89408223084113e-05	2.35270028880933e-05	0.0006569430308203	0.518428496249428	1.74365087999497e-05	6.69702140407874e-05	0.0009017238296447	0.0005805316567903	1.0577711166376e-05	4.50088791622884e-05
0.0071029220976216	0.196603335452226	0.563289494958718	0.0325681674928562	0.308231413730858	0.0306783012628233	0.0213456529231539	0.0381321305915773	0.0220919650312399	0.0287726659883692	0.0285261184446256	0.0300028975659348	0.0123248519257053	0.0196667012482429	0.0308216091893051	0.451934211153498	0.0644849478204105	0.0543625519088263	0.0687727946451399	0.0371304707497504	0.0225099108371052	0.0105407298155831	0.0056556720256886	0.0844059039216753	0.0156059942295891	0.0825672638410775	0.0081154800196375	0.0054344313642883	0.133980922824757	0.668292230705477	0.409426572653399	0.0369960449648388	0.0330599907458805	0.0369261798865078	0.0367358935475382	0.0596123559615541	0.0321642893002663	0.480325211741436	0.218886366057516	0.0340614324006278	0.034615936214335	0.0236101918545596	0.0275878962933191	0.029780212372927	0.22931588242056	0.0252383042564042
0.393755070069976	0.267892305057522	0.0472686694585527	0.0003081283006283	0.0305537971590569	0.0070117398460903	0.11953387629076	0.0374945020076882	0.0589983526139482	0.896337541761725	0.934012551929942	0.0055282331714615	0.567738059823794	0.185168302431601	0.0032295124641256	0.0083010640575235	0.0102660213628582	0.0070761361468986	0.000654665184148	0.463575448609662	0.999907796048893	0.0185379544628027	0.343652892496586	0.474369849766225	0.0066811178773384	0.0447107008333627	0.0646269599603324	0.258998376991293	0.0187508649722786	0.0044207870811983	0.11017372187115	0.000394904103134	0.0003823196267269	0.0123605141060423	0.0005414661348704	0.914865631329327	0.0117900293220244	0.0011969942595884	0.0299091627541058	0.0992222617614132	0.0034038723702441	0.0003767725619119	0.0261859842404303	0.004567491597619	0.0006282193577127	0.0002960847232859
0.006901720750188	0.0083315366267246	0.176818465675373	0.0305607533547295	0.0323960644186562	0.0295774208448545	0.17770635129341	0.0371419104631845	0.524271983674546	0.0278390051413427	0.0277216657200268	0.0292124585537376	0.0118833446342437	0.0192404491187122	0.339594841906259	0.432789680891991	0.060006466052005	0.0530881933612372	0.0674579496519336	0.0364548825100221	0.0216021240784059	0.0099872981710496	0.0053464723267268	0.0058661230667053	0.109051135878911	0.0054005974981483	0.0076721137463121	0.0683991868116776	0.0078931836923014	0.013233584493144	0.0313381935789293	0.036085127043692	0.268219857689596	0.0360331995152492	0.0356426213747692	0.058319808438999	0.267638407260815	0.0175155134073285	0.0224783952099563	0.0332375007240372	0.0328300430332702	0.0226119959183865	0.230249349546241	0.0286975112540521	0.0257784032887706	0.0241990640971005
0.0001531626562888	0.0017291639728041	0.0242088069216825	0.0004679595370728	0.0096866718844702	0.209083238283	0.0059705538767115	0.517533096422565	0.0079027228067846	0.0009296562176742	0.0009461381942427	0.364952966920834	0.0284071459297202	0.0014488239114425	0.340874688944725	0.508670986906641	0.0011596694709387	0.0023609289783338	0.0045474329983877	0.609885139073444	0.746040328491243	0.0020105601216357	0.0008956241885053	0.0086625565146928	0.0123999449159855	0.001321451648638	0.001697370461304	0.00991958997472	0.737743401017257	0.0116458861071957	0.99501007564854	0.0405476270873822	0.0005108209639402	0.0029774509842291	0.0474724857407956	0.0088377916763795	0.162124202240113	0.0028459812227659	0.518073946945375	0.139513234987004	0.0006101136807543	0.0042107154205171	0.0086075278906582	0.0077500283216763	0.0065963416039693	0.0035139090022189
0.0070570653412086	0.0896304880474024	0.0210039953495163	0.0326844960735859	0.0463282177225227	0.20481085020529	0.316167607808258	0.961276025393661	0.0359812121975542	0.233244663575486	0.052570257744796	0.107624561720325	0.887137818160152	0.0057048906664114	0.090712267793727	0.0031887700902965	0.100594246759331	0.0123830153929484	0.363680278998354	0.957622402599144	0.0265601255028392	0.522459183977651	0.231662892432382	0.0631246108367967	0.0150124220889289	0.586424671740695	0.36197275769319	0.06723329312352	0.122369914247675	0.0137575918121231	0.722854826331939	0.0093316528501857	0.0367045986662639	0.157745812163647	0.641580011779065	0.0217991182020968	0.145026615608245	0.0161978469186697	0.0257137792541802	0.956222050276392	0.0041941797296728	0.118355567238119	0.190723666225582	0.0413894723611173	0.168897209559578	0.276411298011599
0.860534056478029	0.970765391732123	0.988028276605104	0.996641250280256	0.945419582487749	0.981611432507766	0.996612916659756	0.951840723281341	0.999876559727577	0.996173920546875	0.658574383561586	0.998281007127634	0.990804728882275	0.993606927794798	0.988292372996036	0.999139806988807	0.991082421120805	0.999682516570836	0.9788741434663	0.96684831332372	0.999963745469313	0.999999381298496	0.999961348697877	0.999981489894945	0.999870193541311	0.991788576979914	0.999998525137713	0.999954539828275	0.999991829303667	0.999999451902602	0.999995457939328	0.993715294694867	0.997632346477357	0.922858522624891	0.254918862002558	0.79483022611124	0.767259547462745	0.996183462373841	0.925959164102749	0.996264656841546	0.465256804674677	0.98792454132394	0.89926334650884	0.990781898682528	0.99747236247715	0.999312839658016
